source,faq,text_type
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,What Would Happen to Future Climate if We Stopped Emissions Today?,q
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,"Stopping emissions today is a scenario that is not plausible, but it is one of several idealized cases that provide
insight into the response of the climate system and carbon cycle. As a result of the multiple time scales in the climate
system, the relation between change in emissions and climate response is quite complex, with some changes still
occurring long after emissions ceased. Models and process understanding show that as a result of the large ocean
inertia and the long lifetime of many greenhouse gases, primarily carbon dioxide, much of the warming would
persist for centuries after greenhouse gas emissions have stopped.
When emitted in the atmosphere, greenhouse gases get removed through chemical reactions with other reactive
components or, in the case of carbon dioxide (CO2), get exchanged with the ocean and the land. These processes
characterize the lifetime of the gas in the atmosphere, defined as the time it takes for a concentration pulse to
decrease by a factor of e (2.71). How long greenhouse gases and aerosols persist in the atmosphere varies over a
wide range, from days to thousands of years. For example, aerosols have a lifetime of weeks, methane (CH4) of
about 10 years, nitrous oxide (N2O) of about 100 years and hexafluoroethane (C2F6) of about 10,000 years. CO2 is
more complicated as it is removed from the atmosphere through multiple physical and biogeochemical processes in
the ocean and the land; all operating at different time scales. For an emission pulse of about 1000 PgC, about half
is removed within a few decades, but the remaining fraction stays in the atmosphere for much longer. About 15 to
40% of the CO2 pulse is still in the atmosphere after 1000 years.
As a result of the significant lifetimes of major anthropogenic greenhouse gases, the increased atmospheric concentration due to past emissions will persist long after emissions are ceased. Concentration of greenhouse gases would
not return immediately to their pre-industrial levels if emissions were halted. Methane concentration would return
to values close to pre-industrial level in about 50 years, N2O concentrations would need several centuries, while
CO2 would essentially never come back to its pre-industrial level on time scales relevant for our society. Changes
in emissions of short-lived species like aerosols on the other hand would result in nearly instantaneous changes in
their concentrations.
The climate system response to the greenhouse gases
and aerosols forcing is characterized by an inertia,
driven mainly by the ocean. The ocean has a very large
capacity of absorbing heat and a slow mixing between
the surface and the deep ocean. This means that it will
take several centuries for the whole ocean to warm up
and to reach equilibrium with the altered radiative forcing. The surface ocean (and hence the continents) will
continue to warm until it reaches a surface temperature
in equilibrium with this new radiative forcing. The AR4
showed that if concentration of greenhouse gases were
held constant at present day level, the Earth surface
would still continue to warm by about 0.6°C over the
21st century relative to the year 2000. This is the climate
commitment to current concentrations (or constant
composition commitment), shown in grey in FAQ 12.3,
Figure 1. Constant emissions at current levels would further increase the atmospheric concentration and result
in much more warming than observed so far (FAQ 12.3,
Figure 1, red lines).
Even if anthropogenic greenhouses gas emissions were
halted now, the radiative forcing due to these longlived greenhouse gases concentrations would only
slowly decrease in the future, at a rate determined
by the lifetime of the gas (see above). Moreover, the climate response of the Earth System to that radiative forcing would be even slower. Global temperature would
not respond quickly to the greenhouse gas concentration changes. Eliminating CO2 emissions only would lead to
near constant temperature for many centuries. Eliminating short-lived negative forcings from sulphate aerosols at
the same time (e.g., by air pollution reduction measures) would cause a temporary warming of a few tenths of a
degree, as shown in blue in FAQ 12.3, Figure 1. Setting all emissions to zero would therefore, after a short warming,
lead to a near stabilization of the climate for multiple centuries. This is called the commitment from past emissions
(or zero future emission commitment). The concentration of GHG would decrease and hence the radiative forcing
as well, but the inertia of the climate system would delay the temperature response.
As a consequence of the large inertia in the climate and carbon cycle, the long-term global temperature is largely
controlled by total CO2 emissions that have accumulated over time, irrespective of the time when they were emitted. Limiting global warming below a given level (e.g., 2°C above pre-industrial) therefore implies a given budget
of CO2, that is, higher emissions earlier implies stronger reductions later. A higher climate target allows for a higher
CO2 concentration peak, and hence larger cumulative CO2 emissions (e.g., permitting a delay in the necessary emission reduction).
Global temperature is a useful aggregate number to describe the magnitude of climate change, but not all changes
will scale linearly global temperature. Changes in the water cycle for example also depend on the type of forcing
(e.g., greenhouse gases, aerosols, land use change), slower components of the Earth system such as sea level rise
and ice sheet would take much longer to respond, and there may be critical thresholds or abrupt or irreversible
changes in the climate system. ",a
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,Why Does Local Sea Level Change Differ from the Global Average?,q
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,"Shifting surface winds, the expansion of warming ocean water, and the addition of melting ice can alter ocean currents which, in turn, lead to changes in sea level that vary from place to place. Past and present variations in the
distribution of land ice affect the shape and gravitational field of the Earth, which also cause regional fluctuations
in sea level. Additional variations in sea level are caused by the influence of more localized processes such as sediment compaction and tectonics.
Along any coast, vertical motion of either the sea or land surface can cause changes in sea level relative to the land
(known as relative sea level). For example, a local change can be caused by an increase in sea surface height, or by a
decrease in land height. Over relatively short time spans (hours to years), the influence of tides, storms and climatic
variability—such as El Niño—dominates sea level variations. Earthquakes and landslides can also have an effect by
causing changes in land height and, sometimes, tsunamis. Over longer time spans (decades to centuries), the influence of climate change—with consequent changes in volume of ocean water and land ice—is the main contributor
to sea level change in most regions. Over these longer time scales, various processes may also cause vertical motion
of the land surface, which can also result in substantial changes in relative sea level.
Since the late 20th century, satellite measurements of the height of the ocean surface relative to the center of the
Earth (known as geocentric sea level) show differing rates of geocentric sea level change around the world (see
FAQ 13.1, Figure 1). For example, in the western Pacific Ocean, rates were about three times greater than the global
mean value of about 3 mm per year from 1993 to 2012. In contrast, those in the eastern Pacific Ocean are lower
than the global mean value, with much of the west coast of the Americas experiencing a fall in sea surface height
over the same period. Much of the spatial variation shown in FAQ 13.1, Figure 1 is a result of natural climate variability—such as El Niño and
the Pacific Decadal Oscillation—over time scales from about a year to several decades. These climate variations alter
surface winds, ocean currents, temperature and salinity, and hence affect sea level. The influence of these processes
will continue during the 21st century, and will be superimposed on the spatial pattern of sea level change associated
with longer term climate change, which also arises through changes in surface winds, ocean currents, temperature
and salinity, as well as ocean volume. However, in contrast to the natural variability, the longer term trends accumulate over time and so are expected to dominate over the 21st century. The resulting rates of geocentric sea level
change over this longer period may therefore exhibit a very different pattern from that shown in FAQ 13.1, Figure 1.
Tide gauges measure relative sea level, and so they include changes resulting from vertical motion of both the land
and the sea surface. Over many coastal regions, vertical land motion is small, and so the long-term rate of sea level
change recorded by coastal and island tide gauges is similar to the global mean value (see records at San Francisco
and Pago Pago in FAQ 13.1, Figure 1). In some regions, vertical land motion has had an important influence. For
example, the steady fall in sea level recorded at Stockholm (FAQ 13.1, Figure 1) is caused by uplift of this region
after the melting of a large (>1 km thick) continental ice sheet at the end of the last Ice Age, between ~20,000 and
~9000 years ago. Such ongoing land deformation as a response to the melting of ancient ice sheets is a significant
contributor to regional sea level changes in North America and northwest Eurasia, which were covered by large
continental ice sheets during the peak of the last Ice Age.
In other regions, this process can also lead to land subsidence, which elevates relative sea levels, as it has at Charlottetown, where a relatively large increase has been observed, compared to the global mean rate (FAQ 13.1, Figure
1). Vertical land motion due to movement of the Earth’s tectonic plates can also cause departures from the global
mean sea level trend in some areas—most significantly, those located near active subduction zones, where one tectonic plate slips beneath another. For the case of Antofagasta (FAQ 13.1, Figure 1) this appears to result in steady
land uplift and therefore relative sea level fall.
In addition to regional influences of vertical land motion
on relative sea level change, some processes lead to land
motion that is rapid but highly localized. For example,
the greater rate of rise relative to the global mean at
Manila (FAQ 13.1, Figure 1) is dominated by land subsidence caused by intensive groundwater pumping. Land
subsidence due to natural and anthropogenic processes,
such as the extraction of groundwater or hydrocarbons,
is common in many coastal regions, particularly in large
river deltas.
It is commonly assumed that melting ice from glaciers
or the Greenland and Antarctic ice sheets would cause
globally uniform sea level rise, much like filling a bath
tub with water. In fact, such melting results in regional variations in sea level due to a variety of processes,
including changes in ocean currents, winds, the Earth’s
gravity field and land height. For example, computer
models that simulate these latter two processes predict a regional fall in relative sea level around the melting ice
sheets, because the gravitational attraction between ice and ocean water is reduced, and the land tends to rise
as the ice melts (FAQ 13.1, Figure 2). However, further away from the ice sheet melting, sea level rise is enhanced,
compared to the global average value.
In summary, a variety of processes drive height changes of the ocean surface and ocean floor, resulting in distinct
spatial patterns of sea level change at local to regional scales. The combination of these processes produces a
complex pattern of total sea level change, which varies through time as the relative contribution of each process
changes. The global average change is a useful single value that reflects the contribution of climatic processes (e.g.,
land-ice melting and ocean warming), and represents a good estimate of sea level change at many coastal locations. At the same time, however, where the various regional processes result in a strong signal, there can be large
departures from the global average value.",a
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,Will the Greenland and Antarctic Ice Sheets Contribute to Sea Level Change over the Rest of the Century?,q
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,"The Greenland, West and East Antarctic ice sheets are the largest reservoirs of freshwater on the planet. As such,
they have contributed to sea level change over geological and recent times. They gain mass through accumulation
(snowfall) and lose it by surface ablation (mostly ice melt) and outflow at their marine boundaries, either to a floating ice shelf, or directly to the ocean through iceberg calving. Increases in accumulation cause global mean sea level
to fall, while increases in surface ablation and outflow cause it to rise. Fluctuations in these mass fluxes depend
on a range of processes, both within the ice sheet and without, in the atmosphere and oceans. Over the course of
this century, however, sources of mass loss appear set to exceed sources of mass gain, so that a continuing positive
contribution to global sea level can be expected. This FAQ summarizes current research on the topic and provides
indicative magnitudes for the various end-of-century (2081-2100 with respect to 1986-2005) sea level contributions
from the full assessment, which are reported as the two-in-three probability level across all emission scenarios.
Over millennia, the slow horizontal flow of an ice sheet carries mass from areas of net accumulation (generally, in
the high-elevation interior) to areas of net loss (generally, the low-elevation periphery and the coastal perimeter).
At present, Greenland loses roughly half of its accumulated ice by surface ablation, and half by calving. Antarctica,
on the other hand, loses virtually all its accumulation by calving and submarine melt from its fringing ice shelves. Ice
shelves are floating, so their loss has only a negligible direct effect on sea level, although they can affect sea level
indirectly by altering the mass budget of their parent ice sheet (see below).
In East Antarctica, some studies using satellite radar altimetry suggest that snowfall has increased, but recent
atmospheric modelling and satellite measurements of changes in gravity find no significant increase. This apparent
disagreement may be because relatively small long-term trends are masked by the strong interannual variability
of snowfall. Projections suggest a substantial increase in 21st century Antarctic snowfall, mainly because a warmer
atmosphere would be able to carry more moisture into polar regions. Regional changes in atmospheric circulation
probably play a secondary role. For the whole of the Antarctic ice sheet, this process is projected to contribute
between 0 and 70 mm to sea level fall.
Currently, air temperatures around Antarctica are too cold for substantial surface ablation. Field and satellite-based
observations, however, indicate enhanced outflow—manifested as ice-surface lowering—in a few localized coastal
regions. These areas (Pine Island and Thwaites Glaciers in West Antarctica, and Totten and Cook Glaciers in East
Antarctica) all lie within kilometre-deep bedrock troughs towards the edge of Antarctica’s continental shelf. The
increase in outflow is thought to have been triggered by regional changes in ocean circulation, bringing warmer
water in contact with floating ice shelves.
On the more northerly Antarctic Peninsula, there is a well-documented record of ice-shelf collapse, which appears
to be related to the increased surface melting caused by atmospheric warming over recent decades. The subsequent
thinning of glaciers draining into these ice shelves has had a positive—but minor—effect on sea level, as will any
further such events on the Peninsula. Regional projections of 21st century atmospheric temperature change suggest
that this process will probably not affect the stability of the large ice shelves of both the West and East Antarctica,
although these ice shelves may be threatened by future oceanic change (see below).
Estimates of the contribution of the Antarctic ice sheets to sea level over the last few decades vary widely, but
great strides have recently been made in reconciling the observations. There are strong indications that enhanced
outflow (primarily in West Antarctica) currently outweighs any increase in snow accumulation (mainly in East Antarctica), implying a tendency towards sea level rise. Before reliable projections of outflow over the 21st century can
be made with greater confidence, models that simulate ice flow need to be improved, especially of any changes in
the grounding line that separates floating ice from that resting on bedrock and of interactions between ice shelves
and the ocean. The concept of ‘marine ice-sheet instability’ is based on the idea that the outflow from an ice sheet
resting on bedrock below sea level increases if ice at the grounding line is thicker and, therefore, faster flowing.
On bedrock that slopes downward towards the ice-sheet interior, this creates a vicious cycle of increased outflow,
causing ice at the grounding line to thin and go afloat. The grounding line then retreats down slope into thicker
ice that, in turn, drives further increases in outflow. This feedback could potentially result in the rapid loss of parts
of the ice sheet, as grounding lines retreat along troughs and basins that deepen towards the ice sheet’s interior Future climate forcing could trigger such an unstable collapse, which may then continue independently of climate.
This potential collapse might unfold over centuries for individual bedrock troughs in West Antarctica and sectors of
East Antarctica. Much research is focussed on understanding how important this theoretical concept is for those ice
sheets. Sea level could rise if the effects of marine instability become important, but there is not enough evidence
at present to unambiguously identify the precursor of such an unstable retreat. Change in outflow is projected
to contribute between –20 (i.e., fall) and 185 mm to sea level rise by year 2100, although the uncertain impact of
marine ice-sheet instability could increase this figure by several tenths of a metre. Overall, increased snowfall seems
set to only partially offset sea level rise caused by increased outflow.
In Greenland, mass loss through more surface ablation and outflow dominates a possible recent trend towards
increased accumulation in the interior. Estimated mass loss due to surface ablation has doubled since the early
1990s. This trend is expected to continue over the next century as more of the ice sheet experiences surface ablation for longer periods. Indeed, projections for the 21st century suggest that increasing mass loss will dominate
over weakly increasing accumulation. The refreezing of melt water within the snow pack high up on the ice sheet
offers an important (though perhaps temporary) dampening effect on the relation between atmospheric warming
and mass loss.
Although the observed response of outlet glaciers is both complex and highly variable, iceberg calving from many
of Greenland’s major outlet glaciers has increased substantially over the last decade, and constitutes an appreciable
additional mass loss. This seems to be related to the intrusion of warm water into the coastal seas around Greenland, but it is not clear whether this phenomenon is related to inter-decadal variability, such as the North Atlantic Oscillation, or a longer term trend associated with greenhouse gas–induced warming. Projecting its effect on 21st
century outflow is therefore difficult, but it does highlight the apparent sensitivity of outflow to ocean warming.
The effects of more surface melt water on the lubrication of the ice sheet’s bed, and the ability of warmer ice to
deform more easily, may lead to greater rates of flow, but the link to recent increases in outflow is unclear. Change
in the net difference between surface ablation and accumulation is projected to contribute between 10 and 160
mm to sea level rise in 2081-2100 (relative to 1986-2005), while increased outflow is projected to contribute a further 10 to 70 mm (Table 13.5).
The Greenland ice sheet has contributed to a rise in global mean sea level over the last few decades, and this trend
is expected to increase during this century. Unlike Antarctica, Greenland has no known large-scale instabilities
that might generate an abrupt increase in sea level rise over the 21st century. A threshold may exist, however, so
that continued shrinkage might become irreversible over multi-centennial time scales, even if the climate were to
return to a pre-industrial state over centennial time scales. Although mass loss through the calving of icebergs may
increase in future decades, this process will eventually end when the ice margin retreats onto bedrock above sea
level where the bulk of the ice sheet resides.",a
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,How is Climate Change Affecting Monsoons?,q
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,"Monsoons are the most important mode of seasonal climate variation in the tropics, and are responsible for a large
fraction of the annual rainfall in many regions. Their strength and timing is related to atmospheric moisture content, land–sea temperature contrast, land cover and use, atmospheric aerosol loadings and other factors. Overall,
monsoonal rainfall is projected to become more intense in future, and to affect larger areas, because atmospheric
moisture content increases with temperature. However, the localized effects of climate change on regional monsoon strength and variability are complex and more uncertain.
Monsoon rains fall over all tropical continents: Asia, Australia, the Americas and Africa. The monsoon circulation is
driven by the difference in temperature between land and sea, which varies seasonally with the distribution of solar
heating. The duration and amount of rainfall depends on the moisture content of the air, and on the configuration
and strength of the atmospheric circulation. The regional distribution of land and ocean also plays a role, as does
topography. For example, the Tibetan Plateau—through variations in its snow cover and surface heating—modulates the strength of the complex Asian monsoon systems. Where moist on-shore winds rise over mountains, as they
do in southwest India, monsoon rainfall is intensified. On the lee side of such mountains, it lessens.
Since the late 1970s, the East Asian summer monsoon has been weakening and not extending as far north as it used
to in earlier times , as a result of changes in the atmospheric circulation. That in turn has led to increasing drought
in northern China, but floods in the Yangtze River Valley farther south. In contrast, the Indo-Australian and Western Pacific monsoon systems show no coherent trends since the mid-20th century, but are strongly modulated by
the El Niño-Southern Oscillation (ENSO). Similarly, changes observed in the South American monsoon system over
the last few decades are strongly related to ENSO variability. Evidence of trends in the North American monsoon
system is limited, but a tendency towards heavier rainfalls on the northern side of the main monsoon region has
been observed. No systematic long-term trends have been observed in the behaviour of the Indian or the African
monsoons.
The land surface warms more rapidly than the ocean surface, so that surface temperature contrast is increasing in
most regions. The tropical atmospheric overturning circulation, however, slows down on average as the climate
warms due to energy balance constraints in the tropical atmosphere. These changes in the atmospheric circulation
lead to regional changes in monsoon intensity, area and timing. There are a number of other effects as to how climate change can influence monsoons. Surface heating varies with the intensity of solar radiation absorption,
which is itself affected by any land use changes that alter the reflectivity (albedo) of the land surface. Also, changing atmospheric aerosol loadings, such as air pollution, affect how much solar radiation reaches the ground, which
can change the monsoon circulation by altering summer solar heating of the land surface. Absorption of solar
radiation by aerosols, on the other hand, warms the atmosphere, changing the atmospheric heating distribution.
The strongest effect of climate change on the monsoons is the increase in atmospheric moisture associated with
warming of the atmosphere, resulting in an increase in total monsoon rainfall even if the strength of the monsoon
circulation weakens or does not change.
Climate model projections through the 21st century show an increase in total monsoon rainfall, largely due to
increasing atmospheric moisture content. The total surface area affected by the monsoons is projected to increase,
along with the general poleward expansion of the tropical regions. Climate models project from 5% to an approximately 15% increase of global monsoon rainfall depending on scenarios. Though total tropical monsoon rainfall
increases, some areas will receive less monsoon rainfall, due to weakening tropical wind circulations. Monsoon
onset dates are likely to be early or not to change much and the monsoon retreat dates are likely to delay, resulting
in lengthening of the monsoon season.
Future regional trends in monsoon intensity and timing remain uncertain in many parts of the world. Year-to-year
variations in the monsoons in many tropical regions are affected by ENSO. How ENSO will change in future—and
how its effects on monsoon will change—also remain uncertain. However, the projected overall increase in monsoon rainfall indicates a corresponding increase in the risk of extreme rain events in most regions.",a
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,"How Are Future Projections in Regional Climate Related to Projections of
Global Means?",q
https://www.ipcc.ch/site/assets/uploads/2020/05/WGI_AR5_FAQ_EN.pdf,"The relationship between regional climate change and global mean change is complex. Regional climates vary strongly with location and so respond differently to changes in global-scale influences. The global mean change is, in effect, a convenient summary of many diverse regional climate responses. Heat and moisture, and changes in them, are not evenly distributed across the globe for several reasons: • External forcings vary spatially (e.g., solar radiation depends on latitude, aerosol emissions have local sources, land use changes regionally, etc.). • Surface conditions vary spatially, for example, land/sea contrast, topography, sea surface temperatures, soil moisture content. • Weather systems and ocean currents redistribute heat and moisture from one region to another. Weather systems are associated with regionally important climate phenomena such as monsoons, tropical convergence zones, storm tracks and important modes of climate variability (e.g., El Niño-Southern Oscillation (ENSO), North Atlantic Oscillation (NAO), Southern Annular Mode (SAM), etc.). In addition to modulating regional warming, some climate phenomena are also projected to change in the future, which can lead to further impacts on regional climates (see Table 14.3). Projections of change in surface temperature and precipitation show large regional variations (FAQ 14.2, Figure 1). Enhanced surface warming is projected to occur over the high-latitude continental regions and the Arctic ocean, while over other oceans and lower latitudes changes are closer to the global mean (FAQ 14.2, Figure 1a). For
example, warming near the Great Lakes area of North America is projected to be about 50% greater than that
of the global mean warming. Similar large regional variations are also seen in the projected changes of more
extreme temperatures (FAQ 14.2, Figure 1b). Projected changes in precipitation are even more regionally variable
than changes in temperature (FAQ 14.2, Figure 1c, d), caused by modulation from climate phenomena such as the
monsoons and tropical convergence zones. Near-equatorial latitudes are projected to have increased mean precipitation, while regions on the poleward edges of the subtropics are projected to have reduced mean precipitation.
Higher latitude regions are projected to have increased mean precipitation and in particular more extreme precipitation from extratropical cyclones.
Polar regions illustrate the complexity of processes involved in regional climate change. Arctic warming is projected
to increase more than the global mean, mostly because the melting of ice and snow produces a regional feedback
by allowing more heat from the Sun to be absorbed. This gives rise to further warming, which encourages more
melting of ice and snow. However, the projected warming over the Antarctic continent and surrounding oceans is
less marked in part due to a stronger positive trend in the Southern Annular Mode. Westerly winds over the midlatitude southern oceans have increased over recent decades, driven by the combined effect of loss of stratospheric
ozone over Antarctica, and changes in the atmosphere’s temperature structure related to increased greenhouse
gas concentrations. This change in the Southern Annular Mode is well captured by climate models and has the
effect of reducing atmospheric heat transport to the Antarctic continent. Nevertheless, the Antarctic Peninsula is
still warming rapidly, because it extends far enough northwards to be influenced by the warm air masses of the
westerly wind belt. ",a
https://climate.nasa.gov/faq/,Is the ozone hole causing climate change?,q
https://climate.nasa.gov/faq/,"Yes and no. The ozone hole is not causing global warming, but it is affecting atmospheric circulation.",a
https://climate.nasa.gov/faq/,What’s the difference between climate change and global warming?,q
https://climate.nasa.gov/faq/,"“Global warming” refers to the long-term warming of the planet. “Climate change” encompasses global warming, but refers to the broader range of changes that are happening to our planet, including rising sea levels; shrinking mountain glaciers; accelerating ice melt in Greenland, Antarctica and the Arctic; and shifts in flower/plant blooming times.",a
https://climate.nasa.gov/faq/,Do scientists agree on climate change?,q
https://climate.nasa.gov/faq/,"Yes, the vast majority of actively publishing climate scientists – 97 percent – agree that humans are causing global warming and climate change.",a
https://climate.nasa.gov/faq/,What’s NASA got to do with climate change?,q
https://climate.nasa.gov/faq/,"NASA’s role is to make observations of our Earth system that can be used by the public, policymakers and to support strategic decisions. Its job is to do rigorous science. However, the agency does not promote particular climate policies.",a
https://climate.nasa.gov/faq/,What is the greenhouse effect?,q
https://climate.nasa.gov/faq/,The greenhouse effect is the way in which heat is trapped close to the surface of the Earth by “greenhouse gases.”,a
https://climate.nasa.gov/faq/,How do we know what greenhouse gas and temperature levels were in the distant past?,q
https://climate.nasa.gov/faq/,"Ice cores are scientists’ best source for historical climate data. Other tools for learning about Earth’s ancient atmosphere include growth rings in trees, which keep a rough record of each growing season’s temperature, moisture and cloudiness going back about 2,000 years. Corals also form growth rings that provide information about temperature and nutrients in the tropical ocean. Other proxies, such as benthic cores, extend our knowledge of past climate back about a billion years into the past.",a
https://climate.nasa.gov/faq/,"Why does the temperature record shown on your ""Vital Signs"" page begin at 1880?",q
https://climate.nasa.gov/faq/,"Three of the world’s most complete temperature tracking records – from NASA’s Goddard Institute for Space Studies, the National Oceanic and Atmospheric Administration’s National Climactic Data Center and the UK Meteorological Office’s Hadley Centre – begin in 1880. Prior to 1880, temperature measurements were made with instruments like thermometers. The oldest continuous temperature record is the Central England Temperature Data Series, which began in 1659, and the Hadley Centre has some measurements beginning in 1850, but there are too few data before 1880 for scientists to estimate average temperatures for the entire planet.",a
https://climate.nasa.gov/faq/,Is the Sun causing global warming?,q
https://climate.nasa.gov/faq/,"No. The Sun can influence Earth’s climate, but it isn’t responsible for the warming trend we’ve seen over the past few decades.",a
https://climate.nasa.gov/faq/,What’s the difference between weather and climate?,q
https://climate.nasa.gov/faq/,"“Weather” refers to the more local changes in the climate we see around us, on short timescales from minutes to hours to days to weeks. Examples are familiar – rain, snow, clouds, winds, thunderstorms, heat waves and floods. “Climate” refers to longer-term averages (they may be regional or global), and can be thought of as the weather averaged over several seasons, years or decades.",a
https://climate.nasa.gov/faq/,Is it too late to prevent climate change?,q
https://climate.nasa.gov/faq/,"Humans have caused major climate changes to happen already, and we have set in motion more changes still. Even if we stopped emitting greenhouse gases today, global warming would continue to happen for at least several more decades, if not centuries.",a
https://climate.nasa.gov/faq/,What do volcanoes have to do with climate change?,q
https://climate.nasa.gov/faq/,"Overall, volcanoes release less than 2 percent of the equivalent amount of CO2 released by human activities. Quite small.",a
https://climate.nasa.gov/faq/,Can you explain the urban heat island effect?,q
https://climate.nasa.gov/faq/,"While urban areas are warmer than surrounding rural areas, the urban heat island effect has had little to no effect on our warming world, because scientists have accounted for it in their measurements.",a
https://climate.nasa.gov/faq/,What happens if the next solar cycle becomes less active? Will we go into a new ice age?,q
https://climate.nasa.gov/faq/,"No. Even if the amount of radiation coming from the Sun were to decrease as it has before, it would not significantly affect the global warming coming from long-lived, human-emitted greenhouse gases. Further, given our greenhouse gas emissions to date and those expected to come, the evidence points to the next “ice age” being averted altogether.",a
https://climate.nasa.gov/faq/,Has Earth continued to warm since 1998?,q
https://climate.nasa.gov/faq/,"Yes, evidence shows warming from 1998 to the present, with the six most recent years (2014, 2015, 2016, 2017, 2018, and 2019) being the six warmest years globally since 1880.",a
https://climate.nasa.gov/faq/,Are the land-based ice sheets in Greenland and Antarctica continuing to lose mass (ice)?,q
https://climate.nasa.gov/faq/,"Data from NASA's GRACE satellites, which measured Earth’s gravity field, show that the land ice sheets in both Antarctica and Greenland have been losing mass (ice) since 2002.",a
https://climate.nasa.gov/faq/,Which measurement is more accurate: taking Earth’s surface temperature from the ground or from space?,q
https://climate.nasa.gov/faq/,"Since satellites technically measure neither temperature nor the surface (where people live), it’s safe to say that ground thermometers are more accurate than satellite measurements.",a
https://climate.nasa.gov/faq/,How are Earth’s mountain glaciers faring in a warming world?,q
https://climate.nasa.gov/faq/,"On average, most of Earth’s mountain glaciers are continuing to melt.",a
https://climate.nasa.gov/faq/,How is Earth’s sea ice faring in our warming world?,q
https://climate.nasa.gov/faq/,Arctic sea ice volume and extent have been declining since record-keeping began in the late 1970s and prior. Antarctic sea ice extent is currently below the long-term average of prior decades since 1979.,a
https://climate.nasa.gov/faq/,Is the ocean continuing to warm?,q
https://climate.nasa.gov/faq/,"​Yes, the ocean is continuing to warm. Notably, all ocean basins have been experiencing significant warming since 1998, with more heat being transferred deeper into the ocean since 1990.",a
https://climate.nasa.gov/faq/,"How might Earth’s atmosphere, land, and ocean systems respond to changes in carbon dioxide over time?",q
https://climate.nasa.gov/faq/,"The amount of anthropogenic carbon dioxide (CO2) absorbed by Earth's life forms, ocean, and other ""sinks"" might decrease as time goes by. Natural carbon sinks (the carbon absorbers, as opposed to ""sources,"" which release carbon) on land and in the ocean have become less effective over time. That is, natural sinks that removed about 60% of annual human-caused CO2 emissions in 1959 now remove about 55% today.",a
https://climate.nasa.gov/faq/,Can new NASA carbon-to-oxygen conversion technology like MOXIE be used to address climate change?,q
https://climate.nasa.gov/faq/,"Since MOXIE works by ingesting carbon dioxide – the gas that’s mostly driving climate change here on Earth – and produces oxygen, a lot of people wondered whether it could it be helpful on our own planet. But while technology is part of any plan for addressing climate change, the conversion that MOXIE accomplished on Mars is not a viable approach.",a
https://climate.nasa.gov/faq/,"If all of Earth's ice melts and flows into the ocean, what would happen to the planet's rotation?",q
https://climate.nasa.gov/faq/,"Melting land ice, like mountain glaciers and the Greenland and Antarctic ice sheets, will change the Earth’s rotation only if the meltwater flows into the oceans. For example, if the Greenland ice sheet were to completely melt and the meltwater were to completely flow into the oceans, then global sea level would rise by about seven meters (23 feet) and the Earth would rotate more slowly, with the length of the day becoming longer than it is today, by about two milliseconds. Melting sea ice, such as the Arctic ice cap, does not change sea level because the ice displaces its volume and, hence, does not change the Earth’s rotation.",a
https://www.nature.org/en-us/what-we-do/our-priorities/tackle-climate-change/climate-change-stories/climate-change-frequently-asked-questions/#crisis,"Is it climate change, global warming, or global climate crisis?",q
https://www.nature.org/en-us/what-we-do/our-priorities/tackle-climate-change/climate-change-stories/climate-change-frequently-asked-questions/#crisis,"Each of these terms refers to the same thing -- the fact that the average temperature of the earth's atmosphere is rising. As the temperature rises, various impacts are changing aspects of our climate -- hotter summers, rising ocean temperatures, melting polar ice, increased storm activity. These go beyond mere changes in the weather.

As these impacts grow in frequency and severity, they will -- and in many cases already have -- create crises for people and nature around the world. If unchecked, these impacts will spread and worsen with more animal extinction, water shortages and displaced communities.

Whatever you choose to call it, the most important thing is that we act to stop it. ",a
https://www.nature.org/en-us/what-we-do/our-priorities/tackle-climate-change/climate-change-stories/climate-change-frequently-asked-questions/#crisis,Is climate change caused by humans?,q
